Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
9/4/21 12:45,Rio Vista,CA,USA,Diamond,4:00,It was about 1 in the afternoon going through Taco Bell looking up over Dodge dealership and seeing 7 tiny diamond shaped objects at fi,9/7/21,
9/4/21 10:31,Littlerock,AR,USA,,,MADAR Node 56,10/19/21,
9/4/21 03:15,Bowie,MD,USA,Triangle,2.5 hours,Bright light floating around,9/7/21,
9/4/21 01:00,Jacksonville,FL,USA,Triangle,10 seconds,"I'm standing outside smoking a wine black n mild..looking up @the stars,as always..to my upper right,I see somewhat of a V-shaped craft",9/7/21,
9/4/21 00:19,Elizabeth,CO,USA,,,MADAR Node 34,10/19/21,
9/4/21 00:00,Pepperell,MA,USA,Sphere,Fast,I have been seeing things daily. I have a ton of pictures and videos! Problem is we are dealing with ufos they dont show up when I try,9/7/21,
9/3/21 23:45,Mount Hope,WV,USA,Light,30-60 seconds,Light Moving Rapidly and Ascending,10/19/21,
9/3/21 23:30,Ontario (Canada),Ontario,Canada,Sphere,,"Seen lights flashing in the sky like high beams. Lights stopped, seconds later an enormous sphere with giant coloums appeared.",12/19/21,
9/3/21 21:50,Hanover,PA,USA,Light,20 minutes,Flickering light in a stationary position for close to 20 minutes in the Western sky from PA.,9/7/21,
9/3/21 21:44,Sterling,PA,USA,Other,5 minutes,3 level yellow lights with 3 smaller blinking red lights below. back of triangle? tk 5 min to travel length of finger.15 mi. away.,10/19/21,
9/3/21 21:00,Black Hills Thurston County,WA,USA,Light,2 seconds,Bright white light suddenly appears and drops straight down,9/7/21,
9/3/21 20:45,Johnson City,TN,USA,Triangle,1 minute,"Triangle craft, moving fast in straight line towards horizon.",9/7/21,
9/3/21 19:01,Star Valley,AZ,USA,,,MADAR Node 53,10/19/21,
9/3/21 19:00,Chicago,IL,USA,Oval,Few minutes,Cluster of ufos seen over a river tour in Chicago.,3/4/22,Yes
9/3/21 10:52,Watsonville,CA,USA,,,MADAR Node 105,10/19/21,
9/3/21 08:31,Goshen,IN,USA,,,MADAR Node 182,10/19/21,
9/2/21 23:00,Pocatello,ID,USA,Other,App 5 seconds,"Silent, dark, shield-shaped object.",10/19/21,
9/2/21 21:00,Athens,GA,USA,Fireball,10 seconds,Pure white light flying in such a way that no earthly craft possibly could.,9/7/21,
9/2/21 20:00,Nashville,TN,USA,Unknown,5 minutes,2 objects near Nashville airport.  I was down Murfreesboro Rd going under the runway by airport. When i came out from under it I se,9/7/21,
9/2/21 19:40,San Diego,CA,USA,Circle,15 minutes,I saw one object with dotted green and red lights. There were 3 green and 2 red lights that were blinking rhythmically. The entire obje,10/19/21,
9/2/21 19:30,Lebanon,NH,USA,Diamond,10 seconds,Weird shaped craft flying low with an escort plane directly behind,6/22/22,
9/2/21 18:35,San Jose,,USA,Rectangle,30 to 40 seconds,I got the pictures what is it?,4/22/22,Yes
9/2/21 14:15,In flight,KY,USA,Cross,10 seconds,Inverted Y-shaped object seen from commercial aircraft at 28K ft,10/19/21,
9/2/21 05:35,Gilbert,AZ,USA,Cigar,1 minute,Ufo monitoring power grid and electricity.,9/7/21,
9/1/21 21:35,Eau Claire,WI,USA,Rectangle,8 minutes,Strange lights seen near the Chippewa Valley Airport,10/19/21,
9/1/21 21:30,Newington,CT,USA,,,MADAR Node 106,10/19/21,
9/1/21 19:50,Madison,LA,USA,,5 minutes,Watching a lightning storm during Hurricane Ida. A light being just appeared in the storm and appeared to be playing/dancing in storm,3/4/22,Yes
9/1/21 19:00,Madison,,USA,,5 minutes,Watching a lightning storm during Hurricane Ida. A light being just appeared in the storm and appeared to be playing/dancing in storm,4/22/22,
9/1/21 18:52,Hodgkins,IL,USA,Other,4 minutes,Three Tic-Tac UFOs flying over UPS,9/7/21,
9/1/21 12:10,Salem,OR,USA,Unknown,5 minutes,"Six objects in the sky, moving north to west, changing formations as they moved before disappearing.",9/7/21,
9/1/21 05:53,Eads,TN,USA,,,MADAR Node 32,10/19/21,
9/1/21 05:16,Jonesboro,AR,USA,,,MADAR Node 143,10/19/21,
10/31/21 21:25,Tucson,AZ,USA,Sphere,1 minute,Halloween Night - burning bright orange UFO in the Southwest Desert.,11/15/21,
10/31/21 21:00,Surprise,AZ,USA,,2 minutes,About 9:00 pm Local time saw a bright Fluorescent orange object coming from the south west heading towards the Northeast. Made no noise,11/15/21,
10/31/21 19:00,Charles City,VA,USA,Oval,1 minute,Driving west on route 60 about to come up on route 33 to get on interstate 295. So about 1 minute away from bottoms bridge route 33 dr,11/15/21,
10/31/21 07:48,Goshen,KY,USA,,,MADAR Node 182,3/4/22,
10/31/21 06:43,West Des Moines,IA,USA,Light,30 seconds,"Satellite-type speeding light in sky stopped near star, went 90 degrees in different direction.",11/15/21,
10/31/21 01:01,NASA space agency,NV,USA,Changing,15 minutes,"Peter, ((deleted)) here. I thought I had your email.. ((NUFORC Note: Alleged footage of faked lunar landing. PD))",11/15/21,
10/31/21 01:00,Gulfport,MS,USA,Triangle,4 seconds,Standing in the front yard at my mothers after hearing a noise that drew me outside.,6/22/22,
10/31/21 00:45,Naples,FL,USA,Light,Unknown,Strange swirling light seen in the sky and video recorded by local news service.,11/15/21,
10/31/21 00:09,Bismarck,ND,USA,,15 minutes,"Top left corner of video, towards the end you see it leap after a second one appears or maybe just how the craft travels.",11/15/21,
10/30/21 22:28,La Conner,WA,USA,Chevron,8 seconds,Clear night no moon I was outside in my back yard looking for the northern lights. I was out there for about 15 minutes and looking to,11/15/21,
10/30/21 21:35,Dunbartionshire (UK/Scotland),,United Kingdom,Triangle,10 seconds,My son seen it first and asked me what it was in the sky and I looked up and saw a triangle craft with a light at each corner and flew,11/15/21,
10/30/21 21:30,Loch Lomond (UK/Scotland),West Dunbartonshire,United Kingdom,Triangle,~1minute,Triangle craft 100 feet above us,3/4/22,
10/30/21 20:00,Tucson,AZ,USA,Disk,5 minutes,Grey disk like craft no sound no lights moving around 300 feet altitude at high rate of speed westbound just 100 feet southerly of Gran,11/15/21,
10/30/21 19:10,Cary,NC,USA,Circle,15 seconds,"Driving on Holly Springs Rd, my wife & I saw an object flying just above the treetops. Object was circular, approximately 30 ft in circ",11/15/21,
10/30/21 19:00,Apex,NC,USA,Unknown,,"Driving South on HWY 55, a brightly lit, very large object, passed above me at the intersection of Vision Dr.",12/19/21,
10/30/21 18:00,Surrey (Canada),BC,Canada,Circle,5 minutes,Objects over Surrey B.C Canada.,11/15/21,
10/30/21 16:30,Tahlequah,OK,USA,Cigar,2 minutes,I was in my car geting ready to help a friend change a tire while waiting in car I notice s white cigar shape object going across the s,11/15/21,
10/30/21 15:38,Port Angeles,WA,USA,,,MADAR Node 49,3/4/22,
10/30/21 07:37,Janesville,WI,USA,Other,2-3 minutes,Crescent like object that looks like a moon glowing was moving through the sky in a south to north direction.,11/15/21,
10/30/21 04:36,Jonesboro,AR,USA,,,MADAR Node 143,3/4/22,
10/30/21 03:30,,,,Unknown,,In a plane over greece,12/19/21,
10/29/21 23:00,Portland,OR,USA,Circle,60 minutes,Round orb like had a hovering movement. A smaller piece separated from the bigger identical of the larger one.,11/15/21,
10/29/21 22:00,Edison,NJ,USA,Changing,4 hours,now this is not a joke for at about 10 o'clock on fri night I saw varied craft in the sky on the ground nd on the greenway in Edison n,11/15/21,
10/29/21 20:10,Owasso,OK,USA,Oval,4-5 seconds,Very dim but long range meteor-like object,11/15/21,
10/29/21 20:00,Concord,NC,USA,Changing,3 minutes,We were riding down road. I looked to my right. There was bright orange balls of light. There was a big light and then more balls of li,11/15/21,
10/29/21 19:00,Phoenix,AZ,USA,Fireball,,Bright fireball object moving in sky,12/19/21,
10/29/21 19:00,Plymouth,NH,USA,Light,10-20 minutes,Bright white light or orb moving dramatically.,11/15/21,
10/29/21 19:00,Barnes,KS,USA,Circle,About 5 minutes,"It was stationary, with a red light. I looked to my West, and another one, identical, with same red light. Other person captured photos",4/22/22,
10/29/21 16:10,Tyrone,CO,USA,Unknown,15 seconds,Seen a strange object going east at a faster speed then normal. Silver chrome colored it turned and it just disappeared.,11/15/21,
10/29/21 10:45,Katy,TX,USA,Other,5-8 minutes,"Silver ""toaster-shaped"" object with white lights on bottom. It was slow flying and stopped and hovered for approximately 20 s",11/15/21,
10/29/21 10:21,Portland,OR,USA,,,MADAR Node 66,3/4/22,
10/29/21 09:25,Soldotna,AK,USA,Circle,3 minutes,Shiny metallic craft in morning sunlight,11/15/21,
10/29/21 09:25,Soldotna,AK,USA,Circle,3 minutes,Shiny metallic craft in morning sunlight.,11/15/21,
10/29/21 07:57,Boise,ID,USA,,,MADAR Node 111,3/4/22,
10/29/21 02:45,Richland,WA,USA,Unknown,~2 minutes,White Creature with Black eyes does hand signals afar,11/15/21,
10/28/21 20:00,Oaxaca City (Mexico),,Mexico,Chevron,15 seconds,Dimply Lit Chevron Over Oaxaca. ((NUFORC Note: We have corrected the date. PD)),11/15/21,
10/28/21 20:00,Oaxaca City (Mexico),,Mexico,Chevron,15 seconds,Dimly Lit Chevron Over Oaxaca. ((NUFORC Note: Wee have corrected the date. PD)),11/15/21,
10/28/21 19:45,Clearwater,FL,USA,Light,5 minutes,Four orange/red lights flying in formation one minute apart.,11/15/21,
10/28/21 19:15,Enfield,NH,USA,Triangle,10 seconds,"One gray triangular aircraft the size of a large jet with a white light at each point, and a red light in the middle",11/15/21,
10/28/21 09:46,Independence,MO,USA,,,MADAR Node 45,3/4/22,
10/28/21 07:40,Union,,USA,Cylinder,10 seconds,It was moving away from me. Looked like shiny airplane without wings or tail. NO windows.,3/4/22,Yes
10/28/21 06:40,Macedon,NY,USA,Light,15+ minutes,Light moving randomly in sky. ((NUFORC Note: Possibly a celestial body?? PD)),11/15/21,
10/28/21 03:00,Sherbrooke (Canada),QC,Canada,Teardrop,5 seconds,Two bright lights,11/15/21,
10/27/21 21:15,Winston,GA,USA,Light,15 minutes,Circular two bright lights with a space in between,11/15/21,
10/27/21 19:50,Las Animas County,CO,USA,Changing,~30 minutes,Seen light outside southwest. It started moving torward the north after a short time.,11/15/21,
10/27/21 19:35,Emporium,PA,USA,Rectangle,20 minutes,Watched it cross the sky,3/4/22,Yes
10/27/21 19:30,Murrells Inlet,SC,USA,Light,5 minutes,White light with a blue shield scanning Murrells Inlet.,11/15/21,
10/27/21 19:15,Exton,PA,USA,Triangle,5 minutes,Strange object in sky with bright lights,11/15/21,
10/27/21 19:12,Layton,UT,USA,Light,40 seconds,I saw a bright light higher than I have ever seen before. It was brighter than the stars but seemed to be the same size as a star. It w,11/15/21,
10/27/21 18:56,Bristow,VA,USA,Flash,6-8 seconds,High altitude single ball of light appeared in the distant sky while on evening walk. N-NW in proximity to my location. Caught my atten,11/15/21,
10/27/21 18:15,College Grove,TN,USA,Unknown,1 minute,It was hovering and had one green light and one white light.,11/15/21,
10/27/21 17:51,Sherman Oaks,CA,USA,Light,10 minutes,8 Silver/Red Flashing Lights Seen Hovering Very High Above Los Angeles By Three Women,11/15/21,
10/27/21 14:40,Wylie,TX,USA,,,MADAR Node 171,3/4/22,
10/27/21 11:00,South Lee,MA,USA,Formation,10 minutes,"I definitely saw a live, moving SASQUATCH GIANT MOVING TOWARD THE CONDO UNITS ON 190 MEADOWS STREET, YESTERDAY. I OBSERVED A DARK GRAY",11/15/21,
10/27/21 09:00,Cicero,IL,USA,Sphere,5 minutes,Whitish sphere with red flashing light moving steady from E to W never changing its plane. ((NUFORC Note: Possibly 9 p.m.? PD)),11/15/21,
10/27/21,Clovis,NM,USA,Triangle,5:00 minutes,Traveling down back airport highway seen object flying opposite direction had 3 white lights red light in middle of craft.,11/15/21,
10/26/21 23:40,St. Louis,MO,USA,,,MADAR Node 70,3/4/22,
10/26/21 23:00,Marco Island,FL,USA,Triangle,7 seconds,V shaped formation with White Lights boardering the edges with black middle. Vert large size..no sound was floating fast for 7 seconds,11/15/21,
10/26/21 20:00,Matthews,NC,USA,Fireball,45 seconds,"Fireball appeared to expand and retract, darting multidirectionally for (+\-) 45 seconds.",11/15/21,
10/26/21 11:00,Frederiksted St> Croix USVI,United States Virgin Islands,USA,Oval,,Noticed an image in a picture when looking at it on my phone,12/19/21,
10/26/21 10:34,Garrettsville,OH,USA,,,MADAR Node 64,3/4/22,
10/26/21 09:30,Gaston,SC,USA,Cigar,<10 seconds,black cigar shape with bright yellow peripheral lights,11/15/21,
10/26/21 05:15,San Jose,CA,USA,Light,8 minutes,A multitude of objects following a pre-described path,11/15/21,
10/25/21 20:45,Boca Raton,FL,USA,Other,Continuing,LARGE GLOWING OBJECT IN SKY,11/15/21,
10/25/21 20:45,Boca Raton,FL,USA,Other,continuing,"Weather conditions at time of sighting: Temperature 79 F, Barometric Pressure 29.94 in, Visibility 10 miles, Clouds Partly Cloudy, Dew",10/26/21,
10/25/21 20:24,Sykesville,MD,USA,Circle,3 seconds,Big bright blue crystal ball-like light with aura emitting sound,10/26/21,
10/25/21 20:00,Mahwah,NJ,USA,Circle,10 seconds,An orange orb appeared in the southwest skies The night sky was darkened by clouds as a nor'easter was fast approaching. It disappea,10/26/21,
10/25/21 19:00,Burney,CA,USA,Circle,2 hours,Aliens in my attic?!,10/26/21,
10/25/21 17:18,Corpus Christi,TX,USA,Other,40 minutes,Seven United States Postal workers in Corpus Christi Texas were outside on a break from work at around 6:15pm October 25th 2021. All se,10/26/21,
10/25/21 15:23,Garrettsville,OH,USA,,,MADAR Node 64,3/4/22,
10/25/21 07:20,Joliet,IL,USA,Light,12 minutes,Saturday Oct 25th About 7:20pm i was driving south on Ridge Rd as i passed Wheeler Rd I first noticed three lights in a triangle format,10/26/21,
10/25/21 06:37,Indianapolis,IN,USA,,,MADAR Node 21,3/4/22,
10/24/21 20:00,Stamford,CT,USA,Other,2 minutes,Slight line movement without sound and lights/ strobes. Stamford CT.,10/26/21,
10/24/21 15:00,Austin area (near),TX,USA,Disk,Few minutes,Spinng disc cloud leaving trail,10/26/21,
10/24/21 13:37,Kansas City,MO,USA,,,MADAR Node 40,3/4/22,
10/24/21 12:04,Clifton,NJ,USA,Light,>1 hour,Triangular shape in sky made with 5 ufos,10/26/21,
10/24/21 12:00,Brisbane (Australia),,Australia,Chevron,30 seconds,There was a group of 5 objects in the sky heading over the sea,11/15/21,
10/24/21 05:43,Dennis,MA,USA,Light,10 seconds,"White light passing W to E overhead, like an airplane, but not one.",10/26/21,
10/24/21 03:45,Boone,NC,USA,Light,5 seconds,"I saw what looked like a bright and close star fall out of the sky after I looked at it, with a speed much faster than gravity.",10/26/21,
10/24/21 02:30,Fortuna,CA,USA,Changing,Ongoing,Heard footfalls outside window. Was having intimate time with my wife. Flash ofights and believed our photo had been taken. Stopped a,10/26/21,
10/23/21 21:45,Crown Point,IN,USA,Other,4 seconds,Seen a roughly 10x10 V shaped object flying across me. It was roughly 300 to 500 feet off the ground. It lasted about 4 seconds. Each s,11/15/21,
10/23/21 20:28,Pompton Lakes,NJ,USA,Light,4-5 minutes,Five amber orbs seen slowly moving over northern NJ sky five days after similar sighting nearby,10/26/21,
10/23/21 19:10,Flagstaff,AZ,USA,Light,Nightly,"Nightly I am observing multicolored flashing formation lights that are red,blue and green.They have been in the sky over Flagstaff for",10/26/21,
10/23/21 18:00,Plymouth,WI,USA,Changing,1 minute,"Glowing craft in the sky changed shape and elevation, defying the laws of physics",10/26/21,
10/23/21 06:20,West Suffield,CT,USA,Other,5 seconds,Colored Dust or unknown object Goes by quickly and disappears in a instant.,10/26/21,
10/23/21 03:30,Garland,TX,USA,Light,7 hours,Early morning site & short encounter,11/15/21,
10/22/21 23:00,Hebron,IN,USA,Cigar,5 minutes,Cigar shaped object colored purple to pink to orange caught on blink camera,10/26/21,
10/22/21 22:54,Rossburg,OH,USA,Light,My best guess 30 minutes,Driving brilliant light ball form came down in a controlled manner in front of vehicle this sounds crazy I know!,5/31/22,
10/22/21 21:45,Bergenfield,NJ,USA,Formation,1-2 minutes,colored light formation darting hovering over NY tristate,10/26/21,
10/22/21 19:00,Hamilton,NJ,USA,Circle,About an hour,Two round balls of light sitting in the sky.,11/15/21,
10/22/21 15:25,Sioux Falls,SD,USA,Other,31 seconds,suspending in one place for a longtime square no movement,10/26/21,
10/22/21 15:00,Winston Salem,NC,USA,Rectangle,1 min 40 second,Surveillance camera caught this. No clouds in the sky,6/22/22,
10/21/21 20:30,Tonganoxie,KS,USA,Circle,10 minutes,8 Red Lights Observed,11/15/21,
